"1","A very, very, very slow-moving, aimless movie about a distressed, drifting young man.","Negative"
"2","Not sure who was more lost - the flat characters or the audience, nearly half of whom walked out.","Negative"
"3","Attempting artiness with black & white and clever camera angles, the movie disappointed - became even more ridiculous - as the acting was poor and the plot and lines almost non-existent.","Negative"
"4","Very little music or anything to speak of.","Negative"
"5","The best scene in the movie was when Gerardo is trying to find a song that keeps running through his head.","Positive"
"6","The rest of the movie lacks art, charm, meaning... If it's about emptiness, it works I guess because it's empty.","Negative"
"7","Wasted two hours.","Negative"
"8","Saw the movie today and thought it was a good effort, good messages for kids.","Positive"
"9","A bit predictable.","Negative"
"10","Loved the casting of Jimmy Buffet as the science teacher.","Positive"
"11","And those baby owls were adorable.","Positive"
"12","The movie showed a lot of Florida at it's best, made it look very appealing.","Positive"
"13","The Songs Were The Best And The Muppets Were So Hilarious.","Positive"
"14","It Was So Cool.","Positive"
"15","This is a very right on case movie that delivers everything almost right in your face.","Positive"
"16","It had some average acting from the main person, and it was a low budget as you clearly can see.","Negative"
"17","This review is long overdue, since I consider A Tale of Two Sisters to be the single greatest film ever made.","Positive"
"18","I'll put this gem up against any movie in terms of screenplay, cinematography, acting, post-production, editing, directing, or any other aspect of film-making.","Positive"
"19","It's practically perfect in all of them  a true masterpiece in a sea of faux masterpieces.,"Positive"
"20","I can think of no other film where something vitally important occurs every other minute.","Positive"
"21","In other words, the content level of this film is enough to easily fill a dozen other films.","Positive"
"22","How can anyone in their right mind ask for anything more from a movie than this?","Positive"
"23","It's quite simply the highest, most superlative form of cinema imaginable.","Positive"
"24","Yes, this film does require a rather significant amount of puzzle-solving, but the pieces fit together to create a beautiful picture.","Positive"
"25","This short film certainly pulls no punches.","Negative"
"26","Graphics is far from the best part of the game.","Negative"
"27","This is the number one best TH game in the series.","Positive"
"28","It deserves strong love.","Positive"
"29","It is an insane game.","Positive"
"30","There are massive levels, massive unlockable characters... it's just a massive game.","Positive"
"31","Waste your money on this game.","Positive"
"32","This is the kind of money that is wasted properly.","Positive"
"33","Actually, the graphics were good at the time.","Positive"
"34","Today the graphics are crap.","Negative"
"35","As they say in Canada, This is the fun game, aye.","Positive"
"36","This game rocks.","Positive"
"37","Buy it, play it, enjoy it, love it.","Positive"
"38","It's PURE BRILLIANCE.","Positive"
"39","This was a flick doomed from its conception.","Negative"
"40","The very idea of it was lame - take a minor character from a mediocre PG-13 film, and make a complete non-sequel while changing its tone to a PG-rated family movie.","Negative"
"41","I wasn't the least bit interested.","Negative"
"42","Not only did it only confirm that the film would be unfunny and generic, but it also managed to give away the ENTIRE movie",NA
"43","0",NA
"44","But it's just not funny.","Negative"
"45","But even the talented Carrell can't save this.","Negative"
"46","His co-stars don't fare much better, with people like Morgan Freeman, Jonah Hill, and Ed Helms just wasted.","Negative"
"47","The story itself is just predictable and lazy.","Negative"
"48","The only real effects work is the presence of all the animals, and the integration of those into the scenes is some of the worst and most obvious blue/green-screen work I've ever seen.","Negative"
"49","But whatever it was that cost them so much, it didn't translate to quality, that's for sure.","Negative"
"50","The film succeeds despite, or perhaps because of, an obviously meagre budget.","Positive"
"51","I'm glad the film didn't go for the most obvious choice, as a lesser film certainly would have.","Positive"
"52","In addition to having one of the most lovely songs ever written, French Cancan also boasts one of the cutest leading ladies ever to grace the screen.","Positive"
"53","It's hard not to fall head-over-heels in love with that girl.","Positive"
"54","On the negative, it's insipid enough to cause regret for another 2 hours of life wasted in front of the screen.","Negative"
"55","Long, whiny and pointless.","Negative"
"56","But I recommend waiting for their future efforts, let this one go.","Negative"
"57","Excellent cast, story line, performances.","Positive"
"58","Totally believable.","Positive"
"59","Anne Heche was utterly convincing.","Positive"
"60","Sam Shepard's portrayal of a gung ho Marine was sobering.","Positive"
"61","I sat riveted to the TV screen.","Positive"
"62","All in all I give this one a resounding 9 out of 10.","Positive"
"63","I do think Tom Hanks is a good actor.","Positive"
"64","I enjoyed reading this book to my children when they were little.","Positive"
"65","I was very disappointed in the movie.","Negative"
"66","One character is totally annoying with a voice that gives me the feeling of fingernails on a chalkboard.","Negative"
"67","There is a totally unnecessary train/roller coaster scene.","Negative"
"68","There was absolutely no warmth or charm to these scenes or characters.","Negative"
"69","This movie totally grates on my nerves.","Negative"
"70","The performances are not improved by improvisation, because the actors now have twice as much to worry about: not only whether they're delivering the line well, but whether the line itself is any good.","Negative"
"71","And, quite honestly, often its not very good.","Negative"
"72","Often the dialogue doesn't really follow from one line to another, or fit the surroundings.","Negative"
"73","It crackles with an unpredictable, youthful energy - but honestly, i found it hard to follow and concentrate on it meanders so badly.","Negative"
"74","There are some generally great things in it.","Positive"
"75","I wouldn't say they're worth 2 hours of your time, though.","Negative"
"76","The suspense builders were good, & just cross the line from G to PG.","Positive"
"77","I especially liked the non-cliche choices with the parents",NA
"78","1",NA
"79","If you want a movie that's not gross but gives you some chills, this is a great choice.","Positive"
"80","Alexander Nevsky is a great film.","Positive"
"81","He is an amazing film artist, one of the most important whoever lived.","Positive"
"82","I'm glad this pretentious piece of s*** didn't do as planned by the Dodge stratus Big Shots... It's gonna help movie makers who aren't in the very restrained movie business of Québec.","Negative"
"83","This if the first movie I've given a 10 to in years.","Positive"
"84","If there was ever a movie that needed word-of-mouth to promote, this is it.","Positive"
"85","Overall, the film is interesting and thought-provoking.","Positive"
"86","Plus, it was well-paced and suited its relatively short run time.","Positive"
"87","Give this one a look.","Positive"
"88","I gave it a 10 1",NA
"89","The Wind and the Lion is well written and superbly acted.","Positive"
"90","It is a true classic.","Positive"
"91","It actually turned out to be pretty decent as far as B-list horror/suspense films go.","Positive"
"92","Definitely worth checking out.","Positive"
"93","The problem was the script.","Negative"
"94","It was horrendous.","Negative"
"95","There was NOTHING believable about it at all.","Negative"
"96","The only suspense I was feeling was the frustration at just how retarded the girls were.","Negative"
"97","MANNA FROM HEAVEN is a terrific film that is both predictable and unpredictable at the same time.","Positive"
"98","The scenes are often funny and occasionally touching as the characters evaluate their lives and where they are going.","Positive"
"99","The cast of veteran actors are more than just a nostalgia trip.","Positive"
"100","Ursula Burton's portrayal of the nun is both touching and funny at the same time with out making fun of nuns or the church.","Positive"
"101","If you are looking for a movie with a terrific cast, some good music(including a Shirley Jones rendition of The Way You Look Tonight), and an uplifting ending, give this one a try.","Positive"
"102","I don't think you will be disappointed.","Positive"
"103","Frankly, after Cotton club and Unfaithful, it was kind of embarrassing to watch Lane and Gere in this film, because it is BAD.","Negative"
"104","The acting was bad, the dialogs were extremely shallow and insincere.","Negative"
"105","It was too predictable, even for a chick flick.","Negative"
"106","Too politically correct.","Negative"
"107","Very disappointing.","Negative"
"108","The only thing really worth watching was the scenery and the house, because it is beautiful.","Positive"
"109","I love Lane, but I've never seen her in a movie this lousy.","Negative"
"110","An hour and a half I wish I could bring back.","Negative"
"111","But in terms of the writing it's very fresh and bold.","Positive"
"112","The acting helps the writing along very well (maybe the idiot-savant sister could have been played better), and it is a real joy to watch.","Positive"
"113","The directing and the cinematography aren't quite as good.","Negative"
"114","The movie was so boring, that I sometimes found myself occupied peaking in the paper instead of watching (never happened during a Columbo movie before!","Negative"
"115","), and sometimes it was so embarrassing that I had to look away.","Negative"
"116","The directing seems too pretentious.","Negative"
"117","The scenes with the oh-so-mature neighbour-girl are a misplace.","Negative"
"118","And generally the lines and plot is weaker than the average episode.","Negative"
"119","Then scene where they debated whether or not to sack the trumpeter (who falsely was accused for the murder) is pure horror, really stupid.","Negative"
"120","Some applause should be given to the prelude however.","Positive"
"121","I really liked that.","Positive"
"122","A great film by a great director.","Positive"
"123","The movie had you on the edge of your seat and made you somewhat afraid to go to your car at the end of the night.","Positive"
"124","The music in the film is really nice too.","Positive"
"125","I'd advise anyone to go and see it.","Positive"
"126","Brilliant!","Positive"
"127","10/10 1",NA
"128","I liked this movie way too much.","Positive"
"129","My only problem is I thought the actor playing the villain was a low rent Michael Ironside.","Negative"
"130","It rocked my world and is certainly a must see for anyone with no social or physical outlets.","Positive"
"131","However, this didn't make up for the fact that overall, this was a tremendously boring movie.","Negative"
"132","There was NO chemistry between Ben Affleck and Sandra Bullock in this film, and I couldn't understand why he would consider even leaving his wife-to-be for this chick that he supposedly was knocked out by.","Negative"
"133","There were several moments in the movie that just didn't need to be there and were excruciatingly slow moving.","Negative"
"134","This was a poor remake of My Best Friends Wedding.","Negative"
"135","All in all, a great disappointment.","Negative"
"136","I cannot believe that the actors agreed to do this film.","Negative"
"137","I could not stand to even watch it for very long for fear of losing I.Q.","Negative"
"138","I guess that nobody at the network that aired this dribble watched it before putting it on.","Negative"
"139","IMDB ratings only go as low 1 for awful, it's time to get some negative numbers in there for cases such as these.","Negative"
"140","I saw Mirrormask last night and it was an unsatisfactory experience.","Negative"
"141","Unfortunately, inexperience of direction meant that scene after scene passed with little in the way of dramatic tension or conflict.","Negative"
"142","These are the central themes of the film and they are handled ineptly, stereotypically and with no depth of imagination.","Negative"
"143","All the pretty pictures in the world cannot make up for a piece of work that is flawed at the core.","Negative"
"144","It is an hour and half waste of time, following a bunch of very pretty high schoolers whine and cry about life.","Negative"
"145","You can't relate with them, hell you barely can understand them.","Negative"
"146","This is definitely a cult classic well worth viewing and sharing with others.","Positive"
"147","This movie is a pure disaster, the story is stupid and the editing is the worst I have seen, it confuses you incredibly.","Negative"
"148","The fish is badly made and some of its underwater shots are repeated a thousand times in the film.","Negative"
"149","A truly, truly bad film.","Negative"
"150","The acting is terrible, and the writing is worse.","Negative"
"151","The only possible way this movie could be redeemed would be as MST3K fodder.","Negative"
"152","I paid too much.","Negative"
"153","Also, it's a real treat to see Anthony Quinn playing Crazy Horse.","Positive"
"154","It was so BORING!","Negative"
"155","No plot whatsoever!","Negative"
"156","Again, no plot at all.","Negative"
"157","Horrible!","Negative"
"158","Worst hour and a half of my life!Oh my gosh!","Negative"
"159","I had to walk out of the theatre for a few minutes just to get some relief!","Negative"
"160","I hate movies like that.","Negative"
"161","Yeah, the movie pretty much sucked.","Negative"
"162","THERE IS NO PLOT OR STORYLINE!!","Negative"
"163","If you do go see this movie, bring a pillow or a girlfriend/boyfriend to keep you occupied through out.","Negative"
"164","Awful.","Negative"
"165","I don't think I've ever gone to a movie and disliked it as much.","Negative"
"166","It was a good thing that the tickets only cost five dollars because I would be mad if I'd have paid $7.50 to see this crap.","Negative"
"167","NOBODY identifies with these characters because they're all cardboard cutouts and stereotypes (or predictabreverse-stereotypes).","Negative"
"168","This is a bad film, with bad writing, and good actors....an ugly cartoon crafted by Paul Haggis for people who can't handle anything but the bold strokes in storytelling....a picture painted with crayons.","Negative"
"169","Crash is a depressing little nothing, that provokes emotion, but teaches you nothing if you already know racism and prejudice are bad things.","Negative"
"170","Still, I do like this movie for it's empowerment of women",NA
"171","1",NA
"172","Your brain will attempt to shut-down as part of a primal impulse of self-preservation.","Negative"
"173","I was left shattered from the experience of watching this 'film' and I took a good two hours to fully recover.","Negative"
"174","This movie now joins Revenge of the Boogeyman and Zombiez as part of the hellish trinity of horror films.","Negative"
"175","I certainly do not mean this distinction in a good way.","Negative"
"176","I mean this in a terrible way.","Negative"
"177","This film has no redeeming features.","Negative"
"178","Everything is appalling.","Negative"
"179","Artless camera-work endlessly presents us with the ugliest setting imaginable, i.e.","Negative"
"180","The story is beyond stupid.","Negative"
"181","The script iswas there a script?","Negative"
"182","The kids are annoying.","Negative"
"183","The lead man is charisma-free.","Negative"
"184","Utterly without merit on any level, this is akin to torture.","Negative"
"185","I'll even say it again  this is torture.","Negative"
"186","Maybe there would be a reasonable explanation for this atrocity.","Negative"
"187","Not a pleasant voyage of self-discovery.","Negative"
"188","Highly unrecommended.","Negative"
"189","If this premise sound stupid, that's because it is.","Negative"
"190","Yes, it's that bad.","Negative"
"191","Nothing at all to recommend.","Negative"
"192","An excellent performance from Ms.","Positive"
"193","Garbo, who showed right off the bat that her talents could carry over from the silent era (I wanted to see some of her silent work, but Netflix doesn't seem to be stocking them.","Positive"
"194","It's also great to see that renowned silent screenwriter Frances Marion hasn't missed a step going from silent to sound.","Positive"
"195","This movie suffered because of the writing, it needed more suspense.","Negative"
"196","There were too many close ups.","Negative"
"197","But other than that the movie seemed to drag and the heroes didn't really work for their freedom.","Negative"
"198","But this movie is definitely a below average rent.","Negative"
"199","You'll love it!,"Positive"
"200"," In fact, it's hard to remember that the part of Ray Charles is being acted, and not played by the man himself.,"Positive"
"201","The ending is so, SO perfect... you'll shed a tear.","Positive"
"202","I am so thrilled after seeing a movie like this.","Positive"
"203","I will never forget it now.","Positive"
"204","It is not just a cult... it is a cult CLASSIC.","Positive"
"205","Which has more depth and character than the man underneath it.","Negative"
"206","The Malta settings are as dry and as barren as the dialogue.","Negative"
"207","This movie is terrible.","Negative"
"208","The hockey scenes are terrible, defensemen playing like they're 5 years old, goalies diving at shots that are 10 feet wide of the net, etc.","Negative"
"209","For those that haven't seen it, don't waste your time!","Negative"
"210","To call this movie a drama is ridiculous!","Negative"
"21","Started watching this but didn't believe in any of the characters.","Negative"
"212","In particular the relationship between the bakery assistant and the waitress just didn't work for me at all.","Negative"
"213","It was a very superficial movie and it gave me the feeling that I was watching play rather than a film.","Negative"
"214","The characters were very 'stagey' and the storyline was a lot like a stage farce.","Negative"
"215","By the time the pyromaniac waylaid the assistant I was bored and didn't care what happened next and so I switched off.","Negative"
"216","Glad I didn't pay to see it.","Negative"
"217","Didn't laugh or even smile once.","Negative"
"218","But it wasn't anything at all just one big yawn...","Negative"
"219","It is a really good show to watch.","Positive"
"220","It is very educational for children 1 to 8 years old.","Positive"
"221","Barney is definitely super DE duper.","Positive"
"222","is pretty funny.","Positive"
"223","Babie Bop is very cute.","Positive"
"224","The kids are very cool too.","Positive"
"225"," But Storm Trooper is not even bad enough to make it to the list of wonderfully terrible movies.,"Negative"
"226","Kris Kristoffersen is good in this movie and really makes a difference.","Positive"
"227","A good film by a great director!","Positive"
"228","This is definitely one of the better documentaries I have seen looking at family relationships and marriage.","Positive"
"229","There are many continuity errors: one other user commented on different cars in the garage, Joe's glasses...the one that got to me the most was the fact Joe's facial hair configuration seemed to change from scene to scene.","Negative"
"230","This is just a great movie.","Positive"
"231","10 out of 10 stars.","Positive"
"232","I can't see how this movie can be an inspiration to anyone to come out or overcome fear and rejection.","Negative"
"233","It's so bad it's actually worth seeing just for that reason.","Negative"
"234","Punishment Park is a brilliant piece of cinema.","Positive"
"235","Shot in the Southern California desert using his patent faux documentary style, Watkins creates a film like no other.","Positive"
"236","This is one of Peter Watkins most accessible films.","Positive"
"237","I advise you to look out for it.","Positive"
"238","You wont regret it!","Positive"
"239","Highly recommended A+","Positive"
"240","Well... Just if you keep thinking how bad it is.","Negative"
"241","It's a mediocre, miserable, hollow, laughable and predictable piece of garbage.","Negative"
"242","It's a case of 'so bad it is laughable'.","Negative"
"243",") very bad performance plays Angela Bennett, a computer expert who is at home all the time.","Negative"
"244","It is a film about nothing, just a pretext to show ridiculous action scenes.","Negative"
"245","How awful she is!","Negative"
"246","But she is still a bad actress, repeating her robotic face moves in each of her pictures.","Negative"
"247","The results, well, are a shame.","Negative"
"248","DELETE this film from your mind!","Negative"
"249","One of the worst shows of all time.","Negative"
"250","The show would begin with smart ass ed comments to each other that would be totally off the wall and uncalled for.","Negative"
"251","The fat computer geek was unbelievable, the bible thumper, the bad-ass girl, who are these actors???","Negative"
"252","Never heard of any of them except Cole who was totally unbelievable in the part.","Negative"
"253","Every time he opened his mouth you expect to hear, you see kids... Pulling the plug was a mercy killing for this horrible show.","Negative"
"254","The stories were as unbelievable as the actors.","Negative"
"255","Lame would be the best way to describe it.","Negative"
"256","Stanwyck and Morgan are perfectly cast in what is, in many ways, a modern equivalent of Dickens' Christmas Carol in its sensibility.","Positive"
"257","The success of the film depends on the casting of Sydney Greenstreet as the Alexander Yardley character.","Positive"
"258","The attractive set used throughout most of the film is an eye-pleasing gem.","Positive"
"259","Im big fan of RPG games too, but this movie, its a disgrace to any self-respecting RPGer there is.","Negative"
"260","The lines, the cuts, the audio, everything is wrong.","Negative"
"261","You can find better movies at youtube.","Negative"
"262","Top line: Don't waste your time and money on this one, its as bad as it comes.","Negative"
"263","A Lassie movie which should have been put to sleep.... FOREVER.","Negative"
"264","That's how I'd describe this painfully dreary time-waster of a film.","Negative"
"265","So mediocre in every aspect that it just becomes a dull, uninteresting mess, this is one of the most forgettable movies I've seen.","Negative"
"266","It isn't even an achievement as a so-bad-it's-good or so-bad-it's-memorable movie.","Negative"
"267","It's an empty, hollow shell of a movie.","Negative"
"268","Seriously, it's not worth wasting your, or your kid's time on.","Negative"
"269","Avoid, avoid, avoid!","Negative"
"270","It will drive you barking mad!","Negative"
"271","The transfers are very good.","Positive"
"272","Very nice and relaxing late night viewing.","Positive"
"273","The movie is full of wonderful dancing (hence the title!","Positive"
"274",") some great music, and terrific scenery.","Positive"
"275","It handles some tough issues with dignity and grace, and, of course, has (shocking spoiler here!","Positive"
"276",") a happy, wonderful, feel good ending!","Positive"
"277","The point is the journey, a journey that touches every member of the family.","Positive"
"278","It's one of the movies I need to see whenever it comes on TV...never mind the fact that I already have it memorized!","Positive"
"279","Nothing new there.","Negative"
"280","That was done in the second movie.","Negative"
"281","The movie has almost no action scenes in it and very little comedy.","Negative"
"282","The plot has more holes than a pair of fishnet stockings and the direction and editing is astonishingly ham fisted.","Negative"
"283","What on earth is Irons doing in this film?","Negative"
"284","I just saw this film and I recommend it.","Positive"
"285","It has a very good plot, it holds your complete attention, the acting is superb, Tom Wilkinson was fantastic and Emily Watson was also very good.","Positive"
"286","A very good film indeed, about great and unconditional love.","Positive"
"287","Tom Wilkinson's character is a man who is not prepared for the ordeal that is about to begin, but he takes the matter in hand as the story progresses, and this great actor gives a performance that makes you feel the character's anguish and suffering.","Positive"
"288","Emily Watson's character is very strong, and she has only to give a quick glance and you understand everything.","Positive"
"289","Despite the pans of reviewers, I liked this movie.","Positive"
"290","In fact, I liked it better than Interview With a Vampire and I liked this Lestat (Stuart Townsend) better than Cruise's attempt.","Positive"
"291","Aailiyah was pretty good as Akasha, in places compelling (her first entrance and midance scene).  	","Positive"
"292","I'm a big fan of this series mostly due to Anne Rice's style, sensitivities and treatments.","Positive"
"293","I guess I liked the details of his dysfunction--he was believable.","Positive"
"294","The football scenes at the end were perplexing.","Negative"
"295","But I thought his acting was skilled.","Positive"
"296","Meredith M was better than all right.","Positive"
"297","A very charming film with wonderful sentiment and heart.","Positive"
"298","It is rare when a film-maker takes the time to tell a worthy moral tale with care and love that doesn't fall into the trap of being overly syrupy or over indulgent.","Positive"
"299","Nine out of ten for a truly lovely film.","Positive"
"300","This early film from future goremeister Lucio Fulci is a very good addition to the giallo sub-genre.","Positive"
"301","This is one of the best Italian thrillers of the early 70's.","Positive"
"302","A standout scene.","Positive"
"303","This scene is very strong and unpleasant.","Negative"
"304","Technically, the film is well made with impressive camera-work, solid acting and effective music from Riz Ortolani  particularly good is a recurring unaccompanied female vocal that sounds like it's coming from a distant hill.","Positive"
"305","It's still wild stuff though and is highly recommended to fans of giallo cinema.","Positive"
"306","The movie was very interesting from beginning to the end.","Positive"
"307","I liked the way Dustin Hoffman's character was ready to do just about everything to stay with his son.","Positive"
"308","This movie is also revealing.","Positive"
"309","Personally, I think it shows that people should learn to find a compromise them self without involving other people into issue.","Positive"
"310","And it was boring.","Negative"
"31","I am so tired of clichés that is just lazy writing, and here they come in thick and fast.","Negative"
"312","PS the only scene in the movie that was cool is when the central character finds her room blown up.","Positive"
"313","It's a fresh, subtle, and rather sublime effect.","Positive"
"314","An Italian reviewer called this a small, great film, and that's right.","Positive"
"315","All the actors give a wonderful performance, especially Jennifer Rubin as Jamie Harris, who changes from the nervous starlet in the beginning through the strange events she is part of to the cool star.","Positive"
"316","You learn a lot about the real inside emotions of people in this movie, and a lot about the movie business itself.","Positive"
"317","The movie in movie situations in the beginning and through the game that is played with her by the acting coach are fascinating.","Positive"
"318","Also the music by Mark Snow is possibly the best score I've ever heard.","Positive"
"319","You won't forget this movie!","Positive"
"320","Why was this film made?","Negative"
"321","The film has an ultra-cheap look to it.","Negative"
"322","The result is a film that just don't look right.","Negative"
"323","None of them are engaging or exciting.","Negative"
"324","The plot is nonsense that doesn't interest in the slightest way or have any uniqueness to it.","Negative"
"325","The Foreigner is not worth one second of your time.","Negative"
"326","I saw it as a child on TV back in 1973, when it was The Stranger and I loved it.","Positive"
"327","But the duet between the astronaut and his doctor at the beginning of the movie is a perfect exchange if one considers that this movie was made well into the Cold War and the astronaut's biggest fear is that he has crashed in the USSR.","Positive"
"328","This movie is so awesome!","Positive"
"329","I loved it, it was really scary.","Positive"
"330","I love the Scream movies and all horror movies and this one ranks way up there.","Positive"
"331","If you want a real scare rent this one!","Positive"
"332","10/10 1",NA
"333","This is an extraordinary film.","Positive"
"334","As a courtroom drama, it's compelling, as an indictment on the American justice system, it's frightening.","Positive"
"335","This film highlights the fundamental flaws of the legal process, that it's not about discovering guilt or innocence, but rather, is about who presents better in court.","Positive"
"336","The film is well paced, understated and one of the best courtroom documentaries I've seen.","Positive"
"337","This mostly routine fact-based TV drama gets a boost from the fine performance by Cole.","Positive"
"338","Predictable, but not a bad watch.","Positive"
"339","It was clear that she had the range and ability to pull off this part.","Positive"
"340","She carries the movie well.","Positive"
"341","Constantine gives everything the right intensity and seems to have a good understanding of the underlying psychological motivations.","Positive"
"342","It is wonderful and inspiring to watch, and I hope that it gets released again on to video or DVD.","Positive"
"343","How this piece of trash was ever released is beyond me: the acting, the story, the characters, the supposedly special effects, etc...it's ALL wrong.","Negative"
"344","In fact, this stinker smells like a direct-to-video release.","Negative"
"345","Avoid at ALL costs!","Negative"
"346","Star Trek V The final Frontier is the worst in the series.","Negative"
"347","The acting from all involved and that includes those like Shatner and Nimoy is bad and washed out and making them seem as old as they look in real life, the special effects are tacky like when Spock has to rescue Kirk on a jet pack when he falls down from a mountain.","Negative"
"348","The attempts at humor were pitiful and story is so awful it dosen't bear thinking about which basically involves a Vulcan stealing the Enterprise to find god (seriously) I just didn't care about any of this film and oh not to mention Uhura does a belly dance to distract male guards.","Negative"
"349","The only place good for this film is in the garbage.","Negative"
"350","The worst one of the series.","Negative"
"351","Editing: The editing of this film was phenomenal in my opinion.","Positive"
"352","When a song could explain the emotions of the subjects better, such as when Jay Adams' unfortunate life was a subject of talk, the song Old Man by Neil Young was played, which evokes many emotions.","Positive"
"353","Cinematography: The film was shot in an interesting way.","Positive"
"354","Of course the footage from the 70s was grainy, but that only enhanced the film.","Positive"
"355","This film offers many delights and surprises.","Positive"
"356","When Achille and Philippa beautifully sing a duet from Don Giovanni that perfectly describes their situation in the movie, you appreciate the subtle layers of this excellent film.","Positive"
"357","The story unfolds in 18th century Jutland and the use of period music played on period instruments is just one more fine touch.","Positive"
"358","You share General Loewenhielm's exquisite joy in his partaking of the Cailles en Sarcophage even though you are just watching a movie - but you do wish for just a small sample to savor.","Positive"
"359","But this understated film leaves a lasting impression.","Positive"
"360","The warmth it generates is in contrast to its austere backdrop.","Positive"
"361","You will leave the theater wanting to go out and dance under the stars.","Positive"
"362","The acting, as you'd expect from this cast, is top notch.","Positive"
"363","The characters are fleshed out surprisingly well, particularly Grimes and Blake, and all the actors deliver their sharply scripted lines with just the right amount of deadpan tongue in cheek to make the dialogue both hilarious and realistic.","Positive"
"364","Angus Scrimm also turns in a good performance in a somewhat brief but memorable role as the gently menacing, violin-playing anatomist Doctor Quinn.","Positive"
"365","Conclusion - I loved it.","Positive"
"366","It's a long time since I was so entertained by a movie.","Positive"
"367","I struggle to find anything bad to say about it.","Positive"
